position,hand,action_history,stack_bb,prob_fold,prob_check,prob_call,prob_raise_2bb,prob_raise_3bb,prob_raise_4bb,prob_all_in
btn,A9o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A9o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A9o,,100.0,3.5942779095679676e-05,0.0,3.5942779095679676e-05,3.5942779095679676e-05,3.5942779095679676e-05,3.5942779095679676e-05,0.9998202861045217
bb,T3s,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T3s,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T3s,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T3s,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,T3s,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T3s,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,T3s,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T3s,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,QQ,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,QQ,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,QQ,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,QQ,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,QQ,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,QQ,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,QQ,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,QQ,,100.0,2.57328722002635e-06,0.0,2.57328722002635e-06,2.57328722002635e-06,2.57328722002635e-06,2.57328722002635e-06,0.9999871335638998
btn,KTo,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KTo,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,KTo,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,KTo,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KTo,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,KTo,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KTo,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KTo,,100.0,3.720238095238095e-05,0.0,3.720238095238095e-05,3.720238095238095e-05,3.720238095238095e-05,3.720238095238095e-05,0.9998139880952381
bb,73s,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,73s,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,73s,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,73s,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,73s,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,73s,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,73s,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,73s,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,ATo,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,ATo,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,ATo,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,ATo,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,ATo,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,ATo,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,ATo,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,ATo,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,74o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,74o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,74o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,74o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,74o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,74o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,74o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,74o,,100.0,3.694672282568536e-05,0.0,3.694672282568536e-05,3.694672282568536e-05,3.694672282568536e-05,3.694672282568536e-05,0.9998152663858716
bb,Q7o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,Q7o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,Q7o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,Q7o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,Q7o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,Q7o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,Q7o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,Q7o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T6o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T6o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T6o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T6o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,T6o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T6o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,T6o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T6o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,J5s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J5s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J5s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5s,,100.0,0.00010615711252653927,0.0,0.00010615711252653927,0.00010615711252653927,0.00010615711252653927,0.00010615711252653927,0.9994692144373674
bb,J9o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,J9o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,J9o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,J9o,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,J9o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,J9o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,J9o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,J9o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,98o,raise_2bb_raise_3bb_raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,98o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,98o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,98o,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,98o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,98o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,98o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,98o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A2s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A2s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,A2s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,A2s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A2s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,A2s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A2s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A2s,,100.0,0.0001098659635245001,0.0,0.0001098659635245001,0.0001098659635245001,0.0001098659635245001,0.0001098659635245001,0.9994506701823775
bb,T4s,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T4s,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T4s,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T4s,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,T4s,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T4s,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,T4s,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T4s,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,75o,raise_2bb_raise_3bb_raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,75o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,75o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,75o,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,75o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,75o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,75o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,75o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,87s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,87s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,87s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,87s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,87s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,87s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,87s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,87s,,100.0,0.00011170688114387846,0.0,0.00011170688114387846,0.00011170688114387846,0.00011170688114387846,0.00011170688114387846,0.9994414655942807
bb,A6o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,A6o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A6o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A6o,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,A6o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A6o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,A6o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,A6o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,74s,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,74s,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,74s,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,74s,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,74s,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,74s,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,74s,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,74s,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,86o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,86o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,86o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,86o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,86o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,86o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,86o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,86o,,100.0,3.6597862684819206e-05,0.0,3.6597862684819206e-05,3.6597862684819206e-05,3.6597862684819206e-05,3.6597862684819206e-05,0.999817010686576
btn,97s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,97s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,97s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,97s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,97s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,97s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,97s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,97s,,100.0,0.00010711225364181662,0.0,0.00010711225364181662,0.00010711225364181662,0.00010711225364181662,0.00010711225364181662,0.9994644387317909
btn,54s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,54s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,54s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,54s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,54s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,54s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,54s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,54s,,100.0,0.00011193194537721065,0.0,0.00011193194537721065,0.00011193194537721065,0.00011193194537721065,0.00011193194537721065,0.999440340273114
btn,J6s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J6s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,J6s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J6s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J6s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J6s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J6s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J6s,,100.0,0.00011200716845878136,0.0,0.00011200716845878136,0.00011200716845878136,0.00011200716845878136,0.00011200716845878136,0.9994399641577062
bb,T5o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T5o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T5o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T5o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,T5o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T5o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,T5o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T5o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,J5o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J5o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J5o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J5o,,100.0,3.690581635665781e-05,0.0,3.690581635665781e-05,3.690581635665781e-05,3.690581635665781e-05,3.690581635665781e-05,0.9998154709182168
btn,33,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,33,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,33,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,33,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,33,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,33,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,33,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,33,,100.0,1.6041065126724412e-05,0.0,1.6041065126724412e-05,1.6041065126724412e-05,1.6041065126724412e-05,1.6041065126724412e-05,0.9999197946743663
bb,87o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,87o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,87o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,87o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,87o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,87o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,87o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,87o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,52o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,52o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,52o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,52o,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,52o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,52o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,52o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,52o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AJs,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AJs,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,AJs,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,AJs,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AJs,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,AJs,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AJs,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AJs,,100.0,0.00010697475395806588,0.0,0.00010697475395806588,0.00010697475395806588,0.00010697475395806588,0.00010697475395806588,0.9994651262302097
bb,Q5o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,Q5o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,Q5o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,Q5o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,Q5o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,Q5o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,Q5o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,Q5o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J3o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J3o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,J3o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J3o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J3o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J3o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J3o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J3o,,100.0,3.663808895727999e-05,0.0,3.663808895727999e-05,3.663808895727999e-05,3.663808895727999e-05,3.663808895727999e-05,0.9998168095552137
bb,94o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,94o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,94o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
